ID,Tên SP,Giá,Kho,Lượt Xem,Đã Bán,Chỉnh Sửa,Ảnh,Link Sản Phẩm
2299897285,Thước kẻ lược 18cm - Mã 181873,3000,80,12,0,https://banhang.shopee.vn/portal/product/2299897285,https://cf.shopee.vn/file/bd0eb1eea817113bc2d027fa7a671d11,https://shopee.vn/product/114297327/2299897285
2317151397,Bóp viết My friend love - Mã 331-19,22000,60,8,0,https://banhang.shopee.vn/portal/product/2317151397,https://cf.shopee.vn/file/cda849ee91610af3d654ec91588e92c1,https://shopee.vn/product/114297327/2317151397
2051126455,Sticker 6 tấm,15000,19,31,11,https://banhang.shopee.vn/portal/product/2051126455,https://cf.shopee.vn/file/1fc4b9a46a858e3e2742b73058c59f53,https://shopee.vn/product/114297327/2051126455
2161914391,Thước kẻ hình con vật 15cm,3000,6,14,0,https://banhang.shopee.vn/portal/product/2161914391,https://cf.shopee.vn/file/0a85448e45f2515adb6e196f1af6bda6,https://shopee.vn/product/114297327/2161914391
2171991673,Chì bấm họa tiết hoa,5000,20,19,0,https://banhang.shopee.vn/portal/product/2171991673,https://cf.shopee.vn/file/7aebb2b8042396f25ba7d82285387710,https://shopee.vn/product/114297327/2171991673
2344686543,Bút nước đen minion dẹp ( mẫu 1),5000,50,1,0,https://banhang.shopee.vn/portal/product/2344686543,https://cf.shopee.vn/file/740f930e7d0131b79763e1e5549fabb8,https://shopee.vn/product/114297327/2344686543
2344686517,Bút nước đen xương rồng,5000,28,1,0,https://banhang.shopee.vn/portal/product/2344686517,https://cf.shopee.vn/file/552b041831444164e02f5a73bde6ee59,https://shopee.vn/product/114297327/2344686517
2194990943,Combo bút chì - thước- chuốt,540000,0,23,1,https://banhang.shopee.vn/portal/product/2194990943,https://cf.shopee.vn/file/79708016696712a2bce59162ece44e75,https://shopee.vn/product/114297327/2194990943
2161603160,Sổ mini nằm ngang,6000,10,30,0,https://banhang.shopee.vn/portal/product/2161603160,https://cf.shopee.vn/file/1b5f5f26b3106e2e47e34c6799a233de,https://shopee.vn/product/114297327/2161603160
2344686547,Bút nước đen cú mèo (mẫu 3),5000,50,0,0,https://banhang.shopee.vn/portal/product/2344686547,https://cf.shopee.vn/file/132fd30425df1d7a1b63b74969d5278b,https://shopee.vn/product/114297327/2344686547
2344686523,Bút nước đen cú mèo (mẫu 2),5000,50,0,0,https://banhang.shopee.vn/portal/product/2344686523,https://cf.shopee.vn/file/3f87e804ddb97e5a4b0a845839c715f0,https://shopee.vn/product/114297327/2344686523
2344686550,Bút nước đen minion tròn ( mẫu 2),5000,50,1,0,https://banhang.shopee.vn/portal/product/2344686550,https://cf.shopee.vn/file/08e8332f1aea04fd49b034acc02e391b,https://shopee.vn/product/114297327/2344686550
2195174255,Bút dạ quang hoa 5 cánh,13000,49,46,1,https://banhang.shopee.vn/portal/product/2195174255,https://cf.shopee.vn/file/e0a5b52fe8c78e0130bf7e75c399bcea,https://shopee.vn/product/114297327/2195174255
2195124537,Bút nước đen kì lân - Mẫu 3,5000,0,0,0,https://banhang.shopee.vn/portal/product/2195124537,https://cf.shopee.vn/file/9b77da2fe41fc9ed976f4792b9867e34,https://shopee.vn/product/114297327/2195124537
2299923564,Gôm hình mô tô nhỏ - Mã 5165,3000,35,7,0,https://banhang.shopee.vn/portal/product/2299923564,https://cf.shopee.vn/file/6b21d7786420e7a2f876c2e767be43ba,https://shopee.vn/product/114297327/2299923564
2171911513,Chuốt bút chì hình cây kẹo - Mã 8020,5000,44,19,0,https://banhang.shopee.vn/portal/product/2171911513,https://cf.shopee.vn/file/4a8cd1feaec8af1a8c6b79f4f69551a9,https://shopee.vn/product/114297327/2171911513
2195155674,Bút nước xanh hình trứng,5000,0,0,0,https://banhang.shopee.vn/portal/product/2195155674,https://cf.shopee.vn/file/50bd6290de56481ab9ae9029b58a0cd5,https://shopee.vn/product/114297327/2195155674
